CITY_DISTRICT_ID,SHIP_TO_CITY_CD,SHIP_TO_DISTRICT_NAME
1186,乐山,峨边彝族自治县
1187,佳木斯,郊区
1188,宣城,泾县
1189,沧州,海兴县
1190,秦皇岛,昌黎县
1191,衡阳,衡阳县
1192,山南市,琼结县
1193,毕节,黔西县
1194,南宁,良庆区
1195,保定,竞秀区
1196,伊犁哈萨克自治州,奎屯市
1197,三明,永安市
1198,滁州,全椒县
1199,临沧,耿马傣族佤族自治县
1200,重庆,长寿区
1201,佛山,三水区
1202,安庆,迎江区
1203,双鸭山,集贤县
1204,淮北,烈山区
1205,长治,襄垣县
1206,成都,蒲江县
1207,齐齐哈尔,泰来县
1208,徐州,丰县
1209,通化,集安市
1210,重庆,武隆区
1211,开封,祥符区
1212,六盘水,六枝特区
1213,咸阳,三原县
1214,北京,平谷区
1215,重庆,巫山县
1216,乐山,市中区
1217,珠海,斗门区
1218,深圳,坪山区
1219,济宁,鱼台县
1220,攀枝花,东区
1221,长沙,长沙县
1222,邯郸,武安市
1223,聊城,东阿县
1224,渭南,临渭区
1225,吕梁,离石区
1226,温州,文成县
1227,齐齐哈尔,克山县
1228,龙岩,武平县
1229,茂名,信宜市
1230,六盘水,钟山区
1231,恩施土家族苗族自治州,鹤峰县
1232,青岛,胶州市
1233,延安,子长市
1234,梅州,大埔县
1235,张家口,桥西区
1236,萍乡,湘东区
1237,丹东,振安区
1238,六安,舒城县
1239,吕梁,临县
1240,雅安,宝兴县
1241,滨州,滨城区
1242,贵港,桂平市
1243,上饶,铅山县
1244,黔东南苗族侗族自治州,锦屏县
1245,台州,三门县
1246,克拉玛依,克拉玛依区
1247,威海,文登区
1248,石家庄,新乐市
1249,阿坝藏族羌族自治州,小金县
1250,廊坊,大厂回族自治县
1251,临沂,河东区
1252,廊坊,固安县
1253,杭州,临安区
1254,赣州,上犹县
1255,吕梁,汾阳市
1256,临沂,郯城县
1257,松原,宁江区
1258,商洛,山阳县
1259,许昌,魏都区
1260,鹤岗,工农区
1261,佳木斯,汤原县
1262,延边朝鲜族自治州,安图县
1263,宿州,砀山县
1264,宜春,袁州区
1265,聊城,临清市
1266,大理白族自治州,洱源县
1267,宁德,福鼎市
1268,忻州,河曲县
1269,巴彦淖尔,五原县
1270,东营,河口区
1271,保定,顺平县
1272,安顺,西秀区
1273,保定,清苑区
1274,贵港,港北区
1275,晋城,高平市
1276,北京,密云区
1277,泉州,安溪县
1278,哈尔滨,木兰县
1279,呼伦贝尔,扎兰屯市
1280,汕尾,陆河县
1281,承德,滦平县
1282,铁岭,调兵山市
1283,盐城,射阳县
1284,红河哈尼族彝族自治州,弥勒市
1285,北京,怀柔区
1286,六安,霍邱县
1287,大连,瓦房店市
1288,菏泽,郓城县
1289,甘孜藏族自治州,巴塘县
1290,安顺,平坝区
1291,德阳,什邡市
1292,黄石,下陆区
1293,青岛,即墨区
1294,嘉兴,平湖市
1295,重庆,江津区
1296,安阳,北关区
1297,邵阳,新宁县
1298,商丘,永城市
1299,日照,五莲县
1300,阿勒泰地区,阿勒泰市
1301,银川,西夏区
1302,宜春,丰城市
1303,商洛,洛南县
1304,衢州,龙游县
1305,营口,老边区
1306,菏泽,巨野县
1307,上饶,鄱阳县
1308,丽水,青田县
1309,邯郸,曲周县
1310,固原,原州区
1311,忻州,五寨县
1312,贵阳,息烽县
1313,廊坊,大城县
1314,朝阳,凌源市
1315,三明,三元区
1316,咸阳,乾县
1317,昌吉回族自治州,昌吉市
1318,黄冈,麻城市
1319,肇庆,德庆县
1320,潍坊,昌乐县
1321,西宁,城东区
1322,阿克苏地区,阿克苏市
1323,红河哈尼族彝族自治州,石屏县
1324,银川,永宁县
1325,七台河,新兴区
1326,博尔塔拉蒙古自治州,精河县
1327,南宁,武鸣区
1328,温州,泰顺县
1329,济宁,梁山县
1330,运城,垣曲县
1331,濮阳,范县
1332,迪庆藏族自治州,香格里拉市
1333,铜仁,德江县
1334,铜陵,义安区
1335,哈尔滨,五常市
1336,包头,东河区
1337,新乡,卫辉市
1338,邢台,清河县
1339,郴州,临武县
1340,连云港,灌南县
1341,辽阳,太子河区
1342,株洲,天元区
1343,铁岭,开原市
1344,达州,大竹县
1345,张家口,万全区
1346,滨州,沾化区
1347,上饶,弋阳县
1348,济宁,泗水县
1349,商丘,梁园区
1350,宣城,旌德县
1351,宁波,象山县
1352,石家庄,正定县
1353,南充,仪陇县
1354,阿勒泰地区,富蕴县
1355,襄阳,谷城县
1356,平顶山,新华区
1357,日照,莒县
1358,济南,平阴县
1359,庆阳,西峰区
1360,黔南布依族苗族自治州,长顺县
1361,平凉,崆峒区
1362,柳州,融水苗族自治县
1363,丽水,缙云县
1364,黔东南苗族侗族自治州,凯里市
1365,保定,阜平县
1366,抚顺,清原满族自治县
1367,齐齐哈尔,铁锋区
1368,商洛,丹凤县
1369,呼伦贝尔,阿荣旗
1370,巴音郭楞蒙古自治州,和静县
1371,锡林郭勒盟,西乌珠穆沁旗
1372,普洱,思茅区
1373,南阳,新野县
1374,永州,道县
1375,乌兰察布,集宁区
1376,鸡西,鸡东县
1377,贵港,平南县
1378,太原,阳曲县
1379,重庆,开州区
1380,江门,台山市
1381,通化,二道江区
1382,柳州,融安县
1383,安阳,林州市
1384,济南,钢城区
1385,濮阳,清丰县
1386,松原,扶余市
1387,舟山,普陀区
1388,临汾,永和县
1389,保定,定州市
1390,江门,江海区
1391,黔东南苗族侗族自治州,榕江县
1392,烟台,牟平区
1393,辽源,东丰县
1394,黄山,休宁县
1395,滁州,南谯区
1396,长治,壶关县
1397,邢台,宁晋县
1398,咸阳,彬州市
1399,黄冈,浠水县
1400,凉山彝族自治州,冕宁县
1401,恩施土家族苗族自治州,来凤县
1402,广安,华蓥市
1403,抚顺,新抚区
1404,资阳,乐至县
1405,淄博,高青县
1406,遵义,桐梓县
1407,朔州,怀仁市
1408,营口,西市区
1409,湛江,雷州市
1410,孝感,安陆市
1411,湘潭,韶山市
1412,咸阳,杨陵区
1413,黄南藏族自治州,同仁县
1414,铜川,王益区
1415,太原,古交市
1416,呼和浩特,清水河县
1417,娄底,新化县
1418,石家庄,深泽县
1419,宝鸡,岐山县
1420,黔东南苗族侗族自治州,从江县
1421,岳阳,临湘市
1422,湛江,遂溪县
1423,邵阳,隆回县
1424,盘锦,盘山县
1425,承德,围场满族蒙古族自治县
1426,邢台,沙河市
1427,十堰,丹江口市
1428,商洛,商州区
1429,哈密市,伊吾县
1430,锦州,黑山县
1431,葫芦岛,兴城市
1432,石河子,石河子市
1433,七台河,桃山区
1434,阿坝藏族羌族自治州,理县
1435,黄冈,英山县
1436,黄石,阳新县
1437,乐东黎族自治县,乐东黎族自治县
1438,阿坝藏族羌族自治州,九寨沟县
1439,汕尾,城区
1440,吴忠,利通区
1441,金华,武义县
1442,漳州,平和县
1443,九江,修水县
1444,漳州,龙文区
1445,齐齐哈尔,龙江县
1446,吕梁,柳林县
1447,日喀则,桑珠孜区
1448,邢台,南和县
1449,濮阳,濮阳县
1450,延安,宜川县
1451,常德,桃源县
1452,郑州,惠济区
1453,昆明,安宁市
1454,郴州,宜章县
1455,银川,灵武市
1456,临沂,费县
1457,南阳,西峡县
1458,北海,铁山港区
1459,内江,资中县
1460,漳州,东山县
1461,保定,满城区
1462,玉林,博白县
1463,唐山,开平区
1464,湘西土家族苗族自治州,吉首市
1465,玉溪,华宁县
1466,南宁,宾阳县
1467,吉安,万安县
1468,滁州,天长市
1469,信阳,潢川县
1470,咸阳,旬邑县
1471,博尔塔拉蒙古自治州,博乐市
1472,临沧,云县
1473,鞍山,台安县
1474,甘孜藏族自治州,得荣县
1475,洛阳,孟津县
1476,赣州,兴国县
1477,塔城地区,塔城市
1478,海西蒙古族藏族自治州,德令哈市
1479,兴安盟,乌兰浩特市
1480,邯郸,永年区
1481,白山,浑江区
1482,肇庆,鼎湖区
1483,南阳,淅川县
1484,滨州,惠民县
1485,阳江,阳春市
1486,洛阳,嵩县
1487,丽水,景宁畲族自治县
1488,黔东南苗族侗族自治州,镇远县
1489,石家庄,无极县
1490,沧州,东光县
1491,毕节,威宁彝族回族苗族自治县
1492,湘潭,岳塘区
1493,许昌,襄城县
1494,海南藏族自治州,贵南县
1495,益阳,桃江县
1496,绥化,肇东市
1497,山南市,错那县
1498,白城,通榆县
1499,长治,沁县
1500,吕梁,石楼县
1501,本溪,桓仁满族自治县
1502,攀枝花,米易县
1503,沧州,任丘市
1504,博尔塔拉蒙古自治州,温泉县
1505,吴忠,盐池县
1506,贵阳,开阳县
1507,南充,阆中市
1508,重庆,永川区
1509,通化,东昌区
1510,自贡,荣县
1511,商丘,民权县
1512,毕节,纳雍县
1513,永州,新田县
1514,咸阳,渭城区
1515,广安,岳池县
1516,和田地区,和田市
1517,哈尔滨,延寿县
1518,文山壮族苗族自治州,砚山县
1519,通辽,科尔沁左翼中旗
1520,兰州,西固区
1521,牡丹江,林口县
1522,来宾,兴宾区
1523,洛阳,宜阳县
1524,崇左,大新县
1525,呼伦贝尔,鄂温克族自治旗
1526,黔南布依族苗族自治州,龙里县
1527,崇左,扶绥县
1528,双鸭山,四方台区
1529,重庆,奉节县
1530,汉中,略阳县
1531,保定,安新县
1532,红河哈尼族彝族自治州,蒙自市
1533,本溪,明山区
1534,惠州,龙门县
1535,三门峡,灵宝市
1536,绵阳,北川羌族自治县
1537,驻马店,西平县
1538,驻马店,驿城区
1539,河池,罗城仫佬族自治县
1540,周口,扶沟县
1541,通辽,奈曼旗
1542,锦州,北镇市
1543,德阳,绵竹市
1544,重庆,潼南区
1545,宝鸡,扶风县
1546,德州,临邑县
1547,银川,贺兰县
1548,十堰,郧阳区
1549,牡丹江,爱民区
1550,昆明,石林彝族自治县
1551,定西,安定区
1552,渭南,澄城县
1553,六安,霍山县
1554,克孜勒苏柯尔克孜自治州,阿图什市
1555,怀化,溆浦县
1556,德州,宁津县
1557,通辽,科尔沁左翼后旗
1558,运城,闻喜县
1559,遵义,仁怀市
1560,常德,武陵区
1561,上饶,横峰县
1562,昆明,晋宁区
1563,宜昌,枝江市
1564,黑河,北安市
1565,中卫,沙坡头区
1566,定西,陇西县
1567,黄石,铁山区
1568,黔南布依族苗族自治州,惠水县
1569,柳州,柳城县
1570,商丘,夏邑县
1571,伊春,伊美区
1572,宜昌,远安县
1573,福州,永泰县
1574,成都,大邑县
1575,三明,沙县
1576,大理白族自治州,剑川县
1577,焦作,山阳区
1578,昭通,永善县
1579,萍乡,莲花县
1580,晋中,昔阳县
1581,滁州,凤阳县
1582,聊城,高唐县
1583,张家口,张北县
1584,石家庄,鹿泉区
1585,临高县,临高县
1586,宿迁,宿豫区
1587,丹东,宽甸满族自治县
1588,聊城,阳谷县
1589,晋中,太谷区
1590,赣州,定南县
1591,南充,高坪区
1592,普洱,景谷傣族彝族自治县
1593,烟台,海阳市
1594,鹤壁,淇县
1595,咸宁,赤壁市
1596,恩施土家族苗族自治州,建始县
1597,辽阳,辽阳县
1598,成都,青白江区
1599,龙岩,上杭县
1600,吉安,吉水县
1601,福州,闽清县
1602,保定,博野县
1603,三明,建宁县
1604,南平,邵武市
1605,邢台,任县
1606,宿州,泗县
1607,宁德,古田县
1608,丽水,龙泉市
1609,兰州,红古区
1610,济南,长清区
1611,大连,普兰店区
1612,吕梁,孝义市
1613,南充,嘉陵区
1614,赣州,龙南县
1615,湘潭,湘潭县
1616,赤峰,松山区
1617,聊城,冠县
1618,榆林,横山区
1619,恩施土家族苗族自治州,咸丰县
1620,鸡西,恒山区
1621,洛阳,新安县
1622,内江,隆昌市
1623,玉溪,通海县
1624,抚顺,新宾满族自治县
1625,阳泉,平定县
1626,龙岩,漳平市
1627,淄博,博山区
1628,湘西土家族苗族自治州,永顺县
1629,周口,项城市
1630,钦州,灵山县
1631,承德,宽城满族自治县
1632,宜宾,屏山县
1633,云浮,新兴县
1634,七台河,勃利县
1635,保定,涞水县
1636,通辽,扎鲁特旗
1637,衢州,衢江区
1638,保定,蠡县
1639,嘉峪关,雄关区
1640,铁岭,铁岭县
1641,克拉玛依,白碱滩区
1642,阳泉,城区
1643,呼伦贝尔,海拉尔区
1644,四平,梨树县
1645,南阳,桐柏县
1646,北海,银海区
1647,烟台,莱阳市
1648,昭通,昭阳区
1649,重庆,北碚区
1650,新乡,原阳县
1651,普洱,澜沧拉祜族自治县
1652,沧州,泊头市
1653,白城,洮北区
1654,鄂尔多斯,杭锦旗
1655,东营,利津县
1656,邯郸,复兴区
1657,沈阳,康平县
1658,六盘水,盘州市
1659,乌兰察布,察哈尔右翼前旗
1660,自贡,富顺县
1661,吉安,吉安县
1662,绵阳,平武县
1663,衡水,深州市
1664,衡水,景县
1665,运城,稷山县
1666,喀什地区,莎车县
1667,三亚,吉阳区
1668,阿拉善盟,阿拉善左旗
1669,邯郸,肥乡区
1670,承德,丰宁满族自治县
1671,铁岭,清河区
1672,济源,济源市
1673,衡阳,珠晖区
1674,信阳,罗山县
1675,抚顺,望花区
1676,洛阳,汝阳县
1677,澄迈县,澄迈县
1678,沧州,盐山县
1679,池州,东至县
1680,玉林,兴业县
1681,岳阳,华容县
1682,防城港,防城区
1683,绥化,兰西县
1684,随州,随县
1685,曲靖,沾益区
1686,安顺,紫云苗族布依族自治县
1687,大理白族自治州,鹤庆县
1688,重庆,铜梁区
1689,眉山,青神县
1690,邵阳,武冈市
1691,襄阳,保康县
1692,安康,汉滨区
1693,定安县,定安县
1694,凉山彝族自治州,宁南县
1695,临沧,镇康县
1696,焦作,温县
1697,运城,临猗县
1698,咸阳,淳化县
1699,郑州,登封市
1700,齐齐哈尔,克东县
1701,东营,垦利区
1702,西双版纳傣族自治州,勐腊县
1703,荆州,监利县
1704,河源,连平县
1705,抚州,南丰县
1706,秦皇岛,青龙满族自治县
1707,齐齐哈尔,讷河市
1708,红河哈尼族彝族自治州,泸西县
1709,滨州,博兴县
1710,唐山,玉田县
1711,四平,伊通满族自治县
1712,南宁,横县
1713,齐齐哈尔,依安县
1714,邯郸,临漳县
1715,漯河,舞阳县
1716,呼伦贝尔,牙克石市
1717,阳江,阳东区
1718,百色,靖西市
1719,嘉峪关,镜铁区
1720,秦皇岛,卢龙县
1721,张家口,赤城县
1722,南平,武夷山市
1723,荆州,石首市
1724,郑州,荥阳市
1725,临汾,曲沃县
1726,重庆,大足区
1727,大庆,肇源县
1728,河池,天峨县
1729,平顶山,湛河区
1730,九江,柴桑区
1731,陇南,文县
1732,新乡,卫滨区
1733,本溪,平山区
1734,上饶,万年县
1735,黄冈,红安县
1736,黄山,徽州区
1737,吉安,新干县
1738,曲靖,马龙区
1739,那曲市,索县
1740,菏泽,单县
1741,岳阳,汨罗市
1742,兴安盟,科尔沁右翼中旗
1743,朝阳,喀喇沁左翼蒙古族自治县
1744,哈尔滨,巴彦县
1745,丽江,华坪县
1746,锡林郭勒盟,正蓝旗
1747,晋城,沁水县
1748,天水,秦安县
1749,遂宁,安居区
1750,阳泉,郊区
1751,池州,青阳县
1752,延边朝鲜族自治州,敦化市
1753,凉山彝族自治州,越西县
1754,梧州,藤县
1755,泸州,叙永县
1756,恩施土家族苗族自治州,巴东县
1757,黄冈,黄梅县
1758,眉山,洪雅县
1759,佳木斯,桦川县
1760,河池,金城江区
1761,张家口,尚义县
1762,泉州,永春县
1763,赣州,石城县
1764,南充,西充县
1765,开封,杞县
1766,泸州,古蔺县
1767,梅州,丰顺县
1768,巴中,巴州区
1769,宁德,寿宁县
1770,衡水,安平县
1771,崇左,宁明县
1772,海东,平安区
1773,晋城,泽州县
1774,吉林,舒兰市
1775,德州,齐河县
1776,百色,田东县
1777,泰安,肥城市
1778,河源,紫金县
1779,百色,田林县
1780,黔西南布依族苗族自治州,安龙县
1781,马鞍山,博望区
1782,周口,太康县
1783,宜宾,江安县
1784,铁岭,昌图县
1785,沧州,肃宁县
1786,菏泽,定陶区
1787,张家界,永定区
1788,郴州,汝城县
1789,永州,蓝山县
1790,大同,浑源县
1791,衡阳,衡山县
1792,韶关,翁源县
1793,南平,建阳区
1794,临沧,临翔区
1795,牡丹江,穆棱市
1796,阿坝藏族羌族自治州,若尔盖县
1797,邢台,桥东区
1798,白银,会宁县
1799,百色,隆林各族自治县
1800,晋中,祁县
1801,吉安,永新县
1802,邢台,平乡县
1803,甘孜藏族自治州,理塘县
1804,菏泽,鄄城县
1805,南阳,社旗县
1806,白银,景泰县
1807,安庆,潜山市
1808,鹰潭,余江区
1809,三亚,海棠区
1810,遵义,习水县
1811,开封,鼓楼区
1812,儋州,儋州市
1813,六安,叶集区
1814,邯郸,峰峰矿区
1815,赤峰,元宝山区
1816,孝感,应城市
1817,重庆,石柱土家族自治县
1818,朔州,应县
1819,赣州,大余县
1820,达州,渠县
1821,衡阳,祁东县
1822,锡林郭勒盟,锡林浩特市
1823,鹤岗,绥滨县
1824,乐山,五通桥区
1825,绥化,安达市
1826,双鸭山,友谊县
1827,商丘,虞城县
1828,洛阳,老城区
1829,湘西土家族苗族自治州,凤凰县
1830,文山壮族苗族自治州,文山市
1831,固原,隆德县
1832,河源,和平县
1833,齐齐哈尔,甘南县
1834,永州,零陵区
1835,邵阳,大祥区
1836,吉林,龙潭区
1837,清远,英德市
1838,绵阳,梓潼县
1839,太原,清徐县
1840,毕节,大方县
1841,毕节,七星关区
1842,重庆,酉阳土家族苗族自治县
1843,石家庄,高邑县
1844,焦作,孟州市
1845,周口,淮阳区
1846,株洲,攸县
1847,玉树藏族自治州,玉树市
1848,洛阳,栾川县
1849,南阳,方城县
1850,昆明,禄劝彝族苗族自治县
1851,渭南,华州区
1852,赤峰,红山区
1853,清远,佛冈县
1854,大理白族自治州,祥云县
1855,吐鲁番,托克逊县
1856,商洛,商南县
1857,牡丹江,东宁市
1858,长治,潞城区
1859,铜仁,松桃苗族自治县
1860,葫芦岛,绥中县
1861,张家口,阳原县
1862,红河哈尼族彝族自治州,开远市
1863,云浮,云城区
1864,酒泉,瓜州县
1865,阿坝藏族羌族自治州,阿坝县
1866,临汾,霍州市
1867,保定,安国市
1868,咸阳,泾阳县
1869,晋中,灵石县
1870,鄂州,华容区
1871,佳木斯,东风区
1872,牡丹江,阳明区
1873,鄂尔多斯,康巴什区
1874,达州,开江县
1875,信阳,息县
1876,雅安,天全县
1877,鹰潭,贵溪市
1878,遂宁,射洪市
1879,文山壮族苗族自治州,广南县
1880,昆明,嵩明县
1881,白银,白银区
1882,鸡西,密山市
1883,韶关,始兴县
1884,孝感,云梦县
1885,肇庆,怀集县
1886,凉山彝族自治州,雷波县
1887,崇左,天等县
1888,赣州,安远县
1889,天水,麦积区
1890,德阳,罗江区
1891,渭南,富平县
1892,河池,南丹县
1893,榆林,绥德县
1894,晋中,和顺县
1895,宜春,奉新县
1896,沧州,沧县
1897,芜湖,繁昌县
1898,宜宾,兴文县
1899,达州,达川区
1900,德阳,中江县
1901,平顶山,宝丰县
1902,桂林,临桂区
1903,驻马店,平舆县
1904,大同,云州区
1905,来宾,忻城县
1906,杭州,淳安县
1907,九江,都昌县
1908,驻马店,上蔡县
1909,淮南,八公山区
1910,汉中,勉县
1911,桂林,全州县
1912,九江,德安县
1913,驻马店,确山县
1914,金华,磐安县
1915,衡水,冀州区
1916,益阳,沅江市
1917,绥化,青冈县
1918,邵阳,城步苗族自治县
1919,百色,平果市
1920,临汾,浮山县
1921,玉溪,江川区
1922,九江,庐山市
1923,许昌,建安区
1924,巴中,通江县
1925,宜昌,秭归县
1926,张家口,崇礼区
1927,岳阳,湘阴县
1928,辽源,东辽县
1929,安康,石泉县
1930,大理白族自治州,弥渡县
1931,佳木斯,抚远市
1932,楚雄彝族自治州,南华县
1933,保定,唐县
1934,雅安,名山区
1935,江门,鹤山市
1936,海北藏族自治州,祁连县
1937,百色,乐业县
1938,果洛藏族自治州,达日县
1939,常德,汉寿县
1940,重庆,忠县
1941,昌都,卡若区
1942,玉溪,易门县
1943,运城,万荣县
1944,南宁,隆安县
1945,铁岭,西丰县
1946,延安,吴起县
1947,永州,祁阳县
1948,乐山,犍为县
1949,濮阳,南乐县
1950,廊坊,香河县
1951,雅安,荥经县
1952,保亭黎族苗族自治县,保亭黎族苗族自治县
1953,秦皇岛,山海关区
1954,菏泽,东明县
1955,十堰,房县
1956,阜新,太平区
1957,衡阳,衡东县
1958,通辽,开鲁县
1959,韶关,仁化县
1960,延边朝鲜族自治州,龙井市
1961,郑州,上街区
1962,石家庄,灵寿县
1963,南阳,内乡县
1964,德州,庆云县
1965,九江,武宁县
1966,黔东南苗族侗族自治州,雷山县
1967,曲靖,富源县
1968,张家口,怀来县
1969,株洲,荷塘区
1970,大庆,肇州县
1971,和田地区,墨玉县
1972,驻马店,汝南县
1973,防城港,港口区
1974,海西蒙古族藏族自治州,茫崖市
1975,广安,前锋区
1976,海西蒙古族藏族自治州,乌兰县
1977,安阳,龙安区
1978,松原,前郭尔罗斯蒙古族自治县
1979,邢台,隆尧县
1980,陇南,成县
1981,包头,土默特右旗
1982,龙岩,永定区
1983,大庆,红岗区
1984,宜春,高安市
1985,德州,禹城市
1986,邢台,威县
1987,信阳,新县
1988,十堰,竹溪县
1989,神农架林区,神农架林区
1990,平凉,静宁县
1991,蚌埠,固镇县
1992,运城,绛县
1993,承德,隆化县
1994,阳江,阳西县
1995,通化,通化县
1996,许昌,长葛市
1997,新乡,封丘县
1998,榆林,清涧县
1999,漯河,临颍县
2000,乌海,乌达区
2001,巴彦淖尔,磴口县
2002,重庆,巫溪县
2003,红河哈尼族彝族自治州,屏边苗族自治县
2004,玉溪,新平彝族傣族自治县
2005,江门,恩平市
2006,内江,市中区
2007,运城,夏县
2008,秦皇岛,抚宁区
2009,邯郸,成安县
2010,林芝,波密县
2011,衡水,武邑县
2012,阜新,阜新蒙古族自治县
2013,忻州,五台县
2014,平凉,崇信县
2015,洛阳,吉利区
2016,临沂,蒙阴县
2017,文山壮族苗族自治州,富宁县
2018,五指山,五指山市
2019,枣庄,台儿庄区
2020,大兴安岭地区,塔河县
2021,石嘴山,平罗县
2022,保山,昌宁县
2023,商丘,柘城县
2024,商丘,宁陵县
2025,嘉峪关,长城区
2026,张掖,临泽县
2027,黔西南布依族苗族自治州,兴仁市
2028,天水,秦州区
2029,衡阳,石鼓区
2030,济南,商河县
2031,琼中黎族苗族自治县,琼中黎族苗族自治县
2032,枣庄,山亭区
2033,六盘水,水城县
2034,巴音郭楞蒙古自治州,若羌县
2035,汕头,南澳县
2036,临汾,襄汾县
2037,拉萨,堆龙德庆区
2038,宜昌,长阳土家族自治县
2039,天水,武山县
2040,双鸭山,岭东区
2041,乐山,夹江县
2042,怀化,中方县
2043,临汾,洪洞县
2044,海北藏族自治州,门源回族自治县
2045,南平,光泽县
2046,辽阳,宏伟区
2047,凉山彝族自治州,德昌县
2048,葫芦岛,建昌县
2049,石家庄,平山县
2050,昌吉回族自治州,阜康市
2051,四平,双辽市
2052,巴彦淖尔,杭锦后旗
2053,乐山,井研县
2054,永州,江永县
2055,本溪,溪湖区
2056,保定,易县
2057,阿拉善盟,阿拉善右旗
2058,邯郸,涉县
2059,西安,蓝田县
2060,郴州,永兴县
2061,三门峡,卢氏县
2062,焦作,马村区
2063,宁德,柘荣县
2064,重庆,城口县
2065,那曲市,色尼区
2066,屯昌县,屯昌县
2067,开封,顺河回族区
2068,重庆,垫江县
2069,张掖,甘州区
2070,临夏回族自治州,广河县
2071,周口,沈丘县
2072,保定,曲阳县
2073,昭通,巧家县
2074,铜仁,万山区
2075,吕梁,文水县
2076,伊春,友好区
2077,南平,顺昌县
2078,广元,剑阁县
2079,萍乡,上栗县
2080,锡林郭勒盟,东乌珠穆沁旗
2081,十堰,竹山县
2082,巴中,南江县
2083,鸡西,麻山区
2084,三门峡,义马市
2085,黄山,黟县
2086,酒泉,玉门市
2087,安顺,镇宁布依族苗族自治县
2088,海北藏族自治州,海晏县
2089,包头,达尔罕茂明安联合旗
2090,桂林,恭城瑶族自治县
2091,清远,连州市
2092,昌吉回族自治州,奇台县
2093,沧州,献县
2094,忻州,定襄县
2095,三明,明溪县
2096,兰州,榆中县
2097,临汾,汾西县
2098,忻州,宁武县
2099,临汾,翼城县
2100,三明,尤溪县
2101,宣城,绩溪县
2102,喀什地区,岳普湖县
2103,衡阳,南岳区
2104,张家界,慈利县
2105,怀化,会同县
2106,衡阳,常宁市
2107,承德,兴隆县
2108,长治,黎城县
2109,韶关,南雄市
2110,梧州,苍梧县
2111,白城,大安市
2112,常德,澧县
2113,邯郸,磁县
2114,运城,平陆县
2115,东方,东方市
2116,承德,承德县
2117,石家庄,赵县
2118,西安,周至县
2119,朝阳,龙城区
2120,梅州,平远县
2121,伊春,嘉荫县
2122,桂林,灌阳县
2123,宝鸡,陇县
2124,宜春,万载县
2125,红河哈尼族彝族自治州,河口瑶族自治县
2126,防城港,上思县
2127,阜新,彰武县
2128,巴彦淖尔,乌拉特前旗
2129,大同,广灵县
2130,攀枝花,盐边县
2131,长治,武乡县
2132,昆明,宜良县
2133,平顶山,郏县
2134,咸宁,嘉鱼县
2135,鞍山,岫岩满族自治县
2136,开封,通许县
2137,黔东南苗族侗族自治州,黎平县
2138,南宁,邕宁区
2139,保定,高阳县
2140,忻州,静乐县
2141,运城,芮城县
2142,肇庆,封开县
2143,赤峰,林西县
2144,赣州,崇义县
2145,桂林,龙胜各族自治县
2146,普洱,孟连傣族拉祜族佤族自治县
2147,益阳,南县
2148,咸阳,礼泉县
2149,安阳,安阳县
2150,鄂尔多斯,乌审旗
2151,鞍山,千山区
2152,驻马店,新蔡县
2153,大理白族自治州,云龙县
2154,乌兰察布,兴和县
2155,海西蒙古族藏族自治州,都兰县
2156,汉中,洋县
2157,鸡西,城子河区
2158,乐山,沙湾区
2159,开封,禹王台区
2160,呼伦贝尔,根河市
2161,梧州,岑溪市
2162,新乡,新乡县
2163,德州,陵城区
2164,沈阳,新民市
2165,德州,武城县
2166,新乡,凤泉区
2167,北海,合浦县
2168,重庆,彭水苗族土家族自治县
2169,龙岩,连城县
2170,延安,延长县
2171,怒江傈僳族自治州,福贡县
2172,安康,汉阴县
2173,赤峰,克什克腾旗
2174,赤峰,巴林左旗
2175,兴安盟,科尔沁右翼前旗
2176,九江,湖口县
2177,九江,永修县
2178,石家庄,赞皇县
2179,铜仁,沿河土家族自治县
2180,赣州,宁都县
2181,益阳,安化县
2182,酒泉,金塔县
2183,来宾,象州县
2184,周口,西华县
2185,自贡,贡井区
2186,桂林,兴安县
2187,通化,辉南县
2188,云浮,郁南县
2189,咸宁,通城县
2190,双鸭山,饶河县
2191,滨州,无棣县
2192,曲靖,罗平县
2193,伊犁哈萨克自治州,霍城县
2194,喀什地区,伽师县
2195,遵义,余庆县
2196,朔州,平鲁区
2197,吴忠,同心县
2198,张掖,民乐县
2199,邢台,巨鹿县
2200,乐山,金口河区
2201,天水,甘谷县
2202,黔东南苗族侗族自治州,三穗县
2203,宜宾,高县
2204,朔州,山阴县
2205,安康,岚皋县
2206,重庆,綦江区
2207,昆明,寻甸回族彝族自治县
2208,通化,柳河县
2209,广元,青川县
2210,乌海,海南区
2211,黔东南苗族侗族自治州,麻江县
2212,商洛,柞水县
2213,喀什地区,叶城县
2214,焦作,中站区
2215,河池,凤山县
2216,鹤岗,兴安区
2217,渭南,华阴市
2218,株洲,炎陵县
2219,邯郸,魏县
2220,乌兰察布,察哈尔右翼中旗
2221,铜川,印台区
2222,吐鲁番,鄯善县
2223,海东,乐都区
2224,咸宁,通山县
2225,三明,大田县
2226,邵阳,新邵县
2227,承德,双滦区
2228,大同,阳高县
2229,安阳,汤阴县
2230,三明,宁化县
2231,忻州,保德县
2232,抚州,乐安县
2233,鹤岗,东山区
2234,自贡,沿滩区
2235,汉中,西乡县
2236,泸州,合江县
2237,图木舒克,图木舒克市
2238,庆阳,环县
